x1,y1,z1,x2,y2,z2,x3,y3,z3
"3.1713104,3.4081268,7.8446655","1.504715,-0.036346436,3.1020966","2.0095978,2.4258728,9.481354"
"-2.3142242,4.2001495,7.6640167","1.2702179,0.9267578,18.481964","1.4783936,2.5491028,9.976669"
"-1.075943,4.1929626,7.3469696","-4.095688,3.692871,8.507477","1.1051178,2.1746216,12.314468"
"-1.0855103,3.684494,7.072983","-5.243042,2.7823944,5.138382","2.1471863,3.7263641,9.617752"
"-4.7441406,5.7530823,8.192825","-6.59021,1.3155975,5.317856","1.5597534,3.7275696,8.022934"
"-3.7618866,5.885895,6.145767","-8.237656,1.1887817,20.750366","3.5039215,6.060562,-0.060028076"
"-1.055603,4.8258667,4.389435","0.39804077,3.4727325,11.203003","4.316284,6.039032,3.2994995"
"-4.491699,6.441025,11.54039","-4.564682,4.2037354,8.000198","4.2839813,1.3239746,8.1892395"
"-3.0464325,7.0846863,5.6528473","-2.3214111,3.630661,9.718246","3.6929474,1.1863861,8.594818"
"-2.4099426,1.5632477,1.6699829","-1.3953857,1.3981476,10.035294","4.0793915,1.645813,8.122238"
"-15.112244,4.177414,-0.7264252","-1.9959869,2.5467072,13.69632","4.0913544,1.6398315,7.51326"
"-14.46019,6.194565,8.290924","-3.2067566,3.1700287,11.920837","4.060257,1.4136963,8.213165"
"-6.59021,-4.4008484,-0.5457611","-5.9608917,3.0695343,6.89592","4.417984,1.5608673,7.757324"
"-14.453018,3.6342468,2.9860382","-5.604355,1.4603577,1.8781586","4.4873657,1.4412231,8.04686"
"-5.752716,10.653595,7.6843567","-8.66597,0.42427063,13.078964","4.327057,1.3455048,8.475174"
"-6.935974,8.218887,6.1756744","-0.23965454,1.8192902,15.007584","4.8522797,1.4627533,9.695511"
"-10.3242035,4.962265,5.741379","0.2568512,1.6111145,6.3371887","2.7166748,0.98179626,10.711273"
"-15.842056,1.0404205,-4.0356903","1.5513763,1.5596619,6.474777","0.7557678,2.2691345,10.809372"
"-12.478943,2.4545746,-1.3557281","0.0869751,1.88031,10.913467","1.361145,3.5337372,7.3182526"
"-3.977234,-4.361374,-0.7252197","-3.7367554,1.1660461,12.62912","2.3003235,3.0635529,5.898102"
"-17.00496,-7.464859,-1.5686951","-5.415329,1.8288574,4.468399","3.5086975,6.253189,1.2584229"
"-21.212738,-1.6598816,1.1483612","-6.380829,2.4282532,5.72583","2.9212646,7.3598633,2.8293152"
"-13.950531,1.4400177,1.6663971","-9.654221,3.6713257,11.065414","2.2381134,6.4278564,3.519638"
"-10.308655,2.8159027,-0.709671","-2.5906067,2.64003,19.849457","3.0935516,5.410919,1.9678955"
"-19.579636,2.0872803,1.5383911","1.9043121,2.0992432,5.70549","3.2957458,3.7981567,3.4622192"
"-21.434082,-4.4367523,2.339981","2.162735,-0.50294495,-1.2959137","4.159546,3.1473083,6.4400787"
"-14.198181,-5.3783264,-0.14137268","6.7294464,4.789978,7.977478","6.3023224,3.8747253,9.390427"
"-7.150131,-5.5625763,0.84565735","-2.086914,5.407318,16.564117","6.510498,0.69944763,13.519241"
"-4.454605,-4.476227,0.9605255","-9.953323,8.637634,7.9595184","3.3842773,0.41230774,8.680954"
"-14.930389,-5.6092377,-1.4801636","-6.3880157,0.8585663,2.17128","4.3749084,1.9185944,7.011963"
"-19.211151,-0.61302185,0.46759033","-3.7283936,2.5933685,4.9385834","5.0401154,1.9102173,7.0382843"
"-14.526001,3.8220825,-0.4691925","-9.067978,7.4795074,23.137192","5.0377197,1.831253,8.37587"
"-15.685318,6.3369293,-0.7192383","2.9655304,5.3379364,6.132599","3.9932556,1.974823,8.594818"
"-17.908249,0.95547485,2.7539368","5.3810883,0.2292633,2.6079712","4.640503,2.4318542,10.1992035"
"-22.273956,-3.4461212,2.5194397","8.642502,4.1295624,12.172089","2.100525,3.0862885,10.894318"
"-14.498489,-4.5803223,2.4249268","-4.9606934,6.624069,26.494324","1.9868622,3.910614,8.840088"
"-2.5666656,-6.256485,-0.6845398","-3.4974823,2.9929657,-0.9692993","2.3948517,4.3484955,5.1407776"
"-0.5088501,-5.508728,-4.0895386","-9.006958,-0.031555176,4.4348907","3.756363,6.0330505,2.6211395"
"-16.284729,-5.6582794,1.9774628","-7.828491,3.7371368,-0.4811554","1.7619476,7.748703,3.2863464"
"-20.80716,1.1756134,3.6045837","-6.8582,7.600342,20.213165","-0.93356323,6.828659,6.8349"
"-13.613144,1.3335419,-1.6560364","-2.6444397,7.678116,7.47258","1.9282379,6.971039,4.0388794"
"-16.130386,4.6392365,1.776474","1.3443909,1.2904663,6.1362","4.964737,7.3359375,0.9856415"
"-18.67157,2.238037,1.7728882","3.1832733,2.9391327,3.0075836","2.248886,4.5626526,1.6173553"
"-20.502075,-3.3779297,1.8853455","-7.45401,6.926773,20.758728","2.2416992,4.135544,2.1509552"
"-12.768478,-4.911728,1.7645111","-2.1371613,2.5526886,7.238083","5.893158,1.5309448,10.944565"
"-4.716629,-4.751404,-0.75154114","-4.083725,-0.75180054,9.9240265","7.8803864,0.096450806,15.884552"
"-11.617523,-4.7119293,-0.2705841","-7.1429443,2.1171875,2.9812622","4.4766083,0.9758148,7.3385925"
"-16.328995,-5.3507996,-0.9621124","-7.02211,6.3417206,17.795227","4.697937,1.3969574,7.5898285"
"-16.068176,-1.1466217,1.3230286","-0.014724731,5.468338,15.476578","4.2145844,1.748703,6.7559357"
"-15.867172,3.470337,-1.2887421","0.9412079,3.3495026,6.152939","4.6500854,1.4591675,7.3840485"
"-19.683731,4.38678,4.069992","0.2640381,0.23762512,5.9280243","5.938614,1.625473,8.655838"
"-19.293701,-2.9926758,2.2921295","0.94599915,3.1042328,13.623337","4.5400085,1.4926605,10.72084"
"-16.843445,-3.6148071,3.0721893","-3.335968,1.1875763,16.458832","4.2971344,2.39357,11.688736"
"-9.558502,-4.3350525,0.15414429","-5.683319,3.2669373,6.620743","4.9886627,4.1259613,6.1218414"
"-5.4954834,-4.128067,-0.28494263","-8.52121,1.7463074,1.6472626","4.727844,4.641617,2.4596252"
"-11.536163,-5.667862,0.5405731","-10.075348,0.71022034,6.7092743","2.823166,5.915802,1.707077"
"-19.489914,-4.2572937,-1.9001007","-4.7393494,2.4174957,20.3723","3.206009,6.224472,2.7144623"
"-1.955307,3.6007385,8.207184","-4.4570007,5.672928,6.851654","6.149185,-0.39886475,6.560913"
"-2.7581024,1.1145935,-1.0075836","-4.4438477,5.5233765,7.518051","5.610794,-0.21939087,6.922241"
"-6.419113,-2.4925842,-3.2436676","-4.4079437,5.1034393,8.298111","5.4181824,-0.26367188,6.6111755"
"-17.25142,-5.352005,3.925232","-3.1397552,5.2470093,8.730011","6.086975,-0.23735046,6.6434784"
"-26.234085,-3.3563843,13.340988","-1.3726501,7.55249,12.185257","6.4913635,-0.20144653,6.909073"
"-20.923218,1.5417175,3.5339966","-4.770462,3.615097,8.603195","5.013794,-0.16316223,6.8923187"
"-19.427704,8.173431,8.878372","-6.522003,1.1815948,2.9465637","5.4432983,-0.116500854,7.217743"
"-11.489502,2.9008484,8.866409","-9.023697,3.968048,2.824524","5.774704,-0.22059631,7.970291"
"-5.2538147,-0.31152344,1.4103699","-8.785614,10.206131,14.032501","5.5437927,-0.31391907,9.634506"
"-4.630478,1.5512848,6.1433716","0.5547638,3.1592712,9.190628","4.583084,0.05218506,10.0759735"
"-9.863586,2.727356,6.3934174","3.131836,1.3263702,4.908676","5.2793884,-0.5304718,11.277176"
"-12.818726,1.0799103,5.693527","0.44230652,4.641617,12.868393","5.6203766,0.47691345,8.034897"
"-10.53717,2.1447144,0.6063843","-6.3664703,1.6685333,22.364319","2.3003235,5.205124,2.162918"
"-6.146332,-0.05189514,0.62672424","-7.1226044,1.8085175,3.5710907","1.2163849,6.1598663,2.8963165"
"-7.3487244,-2.6564941,-2.8141632","-8.281937,2.4294586,2.8759766","2.9045105,6.890869,4.004196"
"-15.758301,-6.482605,-0.67855835","-9.499878,3.7646484,10.656235","3.111496,7.201935,4.111862"
"-19.121414,-2.78331,3.7397766","-5.588806,5.2158966,11.989044","2.6831818,6.601349,3.5387878"
"-13.59639,-2.2927856,0.053634644","0.52485657,3.5588684,6.9940186","2.556366,5.2111206,2.1270142"
"-9.631485,0.37521362,2.8927155","0.97709656,2.7728271,5.532013","2.9607544,3.146103,3.8103638"
"-11.75032,2.25,0.77986145","3.337616,1.7893829,10.888336","5.22316,0.2029419,11.773682"
"-17.597183,6.384796,1.3194427","-1.4193115,1.6158905,23.00798","8.86145,0.030654907,14.019348"
"-20.200577,0.053390503,2.7611237","-7.0819244,2.4952545,5.467407","5.4839783,-0.20982361,8.566101"
"-22.161499,-4.621002,3.548355","-6.951523,3.19635,4.0879364","5.2506866,1.2581635,5.70549"
"-17.798187,-5.151001,2.5003052","-6.4250946,3.9991455,3.1750793","5.9003296,1.0224762,6.4388885"
"-7.727997,-6.828369,1.9930267","-9.065582,4.472931,18.702103","5.425354,0.622879,7.3433685"
"-4.392395,-5.878418,-1.182251","-0.17744446,2.45578,8.712067","5.5832825,0.9710388,7.4821625"
"-5.7718506,-7.8082275,0.5716858","2.083786,1.2689362,4.0269165","5.4696198,0.66355896,9.830719"
"-15.735565,-6.391678,3.408371","2.910492,1.7259674,5.433899","5.5342255,1.0595703,13.679565"
"-23.472763,-6.1224976,7.1914215","-3.0213013,2.88768,20.100708","3.3268433,3.643814,7.509674"
"-16.384033,-1.5019531,5.5068817","-4.277542,3.05159,9.970688","-0.17025757,5.245804,4.1250305"
"-15.994003,4.310211,3.646469","-8.082123,2.76445,4.4348907","1.3946533,7.272537,1.1962128"
"-13.867981,4.983795,7.7082825","-7.264984,1.2282562,1.92482","2.198639,7.5907745,3.670395"
"-17.074356,1.0153046,11.810776","-12.414337,2.957077,20.457245","1.4293365,7.6601715,4.361923"
"-20.31305,-5.931061,11.228119","1.1685181,3.1389313,9.123627","1.4054108,8.197357,3.3581238"
"-15.571671,-7.461273,7.634094","1.5166779,2.028656,5.0797577","2.2333374,7.5489044,2.1066742"
"-8.449432,-6.3821106,2.9609222","1.5633392,-0.17752075,3.6596222","2.2847748,5.2027435,2.5888367"
"-6.5471344,-3.7775269,0.7894287","2.3864746,3.1484985,17.244873","3.6893616,5.130951,2.0265198"
"-5.633072,-4.3218994,1.3732758","-3.2629852,4.2252655,12.657837","4.8594513,3.0420227,11.78685"
"-9.517822,-5.442932,3.0685883","-6.3844147,2.919983,7.4211426","3.0349274,1.0691376,12.702103"
"-16.714233,-8.048706,9.671585","-7.37265,2.2404175,2.3292084","1.7978363,1.390976,9.461029"
"-15.503464,-0.23136902,12.720047","-11.570862,2.88768,7.258423","3.1366272,2.879303,7.118454"
"-9.319214,2.5000458,12.885147","-4.208145,2.7453156,18.266602","3.8568573,2.5742188,7.9236298"
"-6.409546,2.9403229,13.372086","1.401825,2.3827972,6.3527374","3.5493774,2.3205872,8.664215"
"-10.400772,-0.33544922,15.979065","3.16893,1.493866,4.144165","2.802826,2.3504944,8.530212"
"-12.112839,-2.9639587,12.967697","2.914093,6.1239777,7.28714","2.9739075,2.357666,9.035095"
"-14.071365,-4.5527954,10.409775","-2.4398499,5.0675507,19.638885","2.7944489,2.1494904,11.566711"
"-9.977249,-4.859085,4.0101776","-6.8235016,2.9343414,7.8841553","2.9499817,2.480896,11.121643"
"-6.326996,-4.830368,-0.008575439","-6.0422516,0.8107147,2.9130554","3.9932556,3.3112183,7.0047913"
"-6.849823,-4.702347,1.6197357","-5.501465,3.1736298,-0.062408447","5.249481,5.615494,4.2362976"
"-12.725403,-6.553192,1.1555328","-12.060196,2.7907715,17.414764","2.2907562,6.339325,3.2001953"
"-10.221313,-1.066452,8.884354","-2.210144,3.245407,10.218353","5.169327,1.1564789,7.173477"
"-7.972061,0.22805786,4.6873474","-1.7351685,3.5576782,12.827728","5.3894653,1.2557831,6.419739"
"-8.7664795,1.1325531,6.4843445","-4.360092,5.7949677,13.011963","5.968521,1.350296,5.130005"
"-10.131577,1.822876,8.735992","-4.4438477,3.9788055,9.341385","5.474411,0.053390503,7.500107"
"-14.091705,1.6924744,13.849457","-5.823303,1.8133087,3.1595154","6.7545624,0.3441162,8.471588"
"-14.262787,1.0906677,8.629517","-7.958893,1.9568787,1.9236298","5.7483826,-0.48020935,9.049454"
"-12.399979,-2.3681488,6.64946","-14.347733,7.213913,18.42215","5.4612427,-0.54122925,10.487549"
"-8.230484,-3.7200928,1.1603241","-1.6932983,2.791977,13.836304","5.3822784,0.79037476,9.967102"
"-6.4741516,-3.991684,0.47717285","1.450882,1.7582703,4.878769","5.4564667,3.0300598,8.947754"
"-8.484116,-5.926285,0.81455994","3.9669342,0.9040375,1.4510498","3.3830872,3.3853912,4.6275177"
"-12.171463,-4.502548,4.6765747","0.5200653,6.0868835,19.605392","3.4381104,6.1861877,-0.73480225"
"-15.723602,-3.9498138,1.8458557","-2.6982727,3.2836914,14.177277","1.135025,7.7678375,2.7108612"
"-10.796783,-1.6634674,4.0101776","-5.4739532,1.9760132,4.2398834","0.94599915,7.169632,4.206375"
"-11.628296,0.5929718,3.1834564","-7.010147,0.5128021,6.28096","2.836319,7.8767242,2.351944"
"-15.363495,3.2202911,4.9876404","-5.9764404,4.4023438,9.056641","2.9356232,5.894272,0.9342041"
"-15.091904,0.55229187,7.6484528","-2.999771,6.5989532,18.581268","2.630539,4.2420197,2.4823608"
"-16.98941,-1.5246887,3.494522","1.1098938,4.515991,3.8905334","6.041504,2.8493958,8.49791"
"-15.814529,-5.2132263,5.0366974","1.1445923,2.0298615,2.3016968","5.753174,3.5050354,10.836899"
"-7.6358643,-4.8854065,1.2560272","1.8732147,6.3213806,22.360733","5.9864655,2.9259644,8.237091"
"-6.4442444,-4.455887,1.8817596","-3.4627838,3.31839,20.362717","5.170517,1.3802032,8.908279"
"-7.70047,-5.1246796,1.4438629","-6.846237,2.04422,6.1266174","5.474411,1.8444061,7.340973"
"-12.525604,-6.0231934,3.7792664","-6.434677,1.1193848,-0.9740753","5.681381,1.905426,6.699707"
"-15.040451,-3.6411285,4.119049","-9.660202,5.619095,4.993622","5.450485,1.773819,7.649658"
"-11.548126,-1.6539001,4.3750763","-4.5993805,6.211319,17.261627","4.9994354,1.7606659,11.765305"
"-10.923599,-1.0030518,4.3415833","2.166336,4.1175995,-0.09233093","4.9180756,3.1568756,8.505081"
"-12.312637,2.0418243,4.731613","4.6955414,0.83943176,4.559326","5.178894,4.0266724,8.336395"
"-14.439865,2.8553772,5.269989","4.1810913,6.268738,17.158737","5.3356323,4.2731323,2.7048798"
"-14.655212,1.4220734,6.5752716","-5.144943,1.3275604,24.21756","0.38368225,6.5558777,-2.5617218"
"-17.899887,-3.3862915,6.7882385","-6.2025604,1.9580688,4.744766","1.0393066,7.051193,5.6420746"
"-11.020508,-4.116104,5.6827545","-8.252014,1.8611603,5.520035","2.9332275,6.9734344,5.577469"
"-7.51622,-4.430771,2.257431","-7.8081512,2.818283,1.1100769","3.9358215,7.8288574,1.5144501"
"-8.613342,-3.4712372,2.8628082","-7.0292816,5.834442,20.607986","2.1471863,5.1249695,1.9104614"
"-9.911438,-5.1079407,3.313858","0.21498108,5.8188934,9.662018","2.8925476,3.4081268,2.931015"
"-10.787216,-2.6959686,1.747757","3.933426,1.5548859,4.970886","3.9932556,0.93992615,11.661224"
"-13.955307,-1.4325562,1.2883301","1.352768,2.0131073,3.0518494","8.8459015,2.7082214,13.640091"
"-10.617325,-1.8022461,5.771286","-0.77204895,11.241028,15.645279","4.738617,0.99256897,7.5407867"
"-13.471954,0.6707306,4.230316","0.9376221,4.724167,18.429321","4.6309357,1.7893829,7.1495514"
"-14.850235,2.8733215,6.0895386","-5.5206146,1.4543762,1.0610199","4.583084,1.395752,9.203796"
"-15.815735,1.9161987,6.087143","-8.657608,2.7249756,-0.8628082","4.23851,3.0001526,9.315063"
"-12.499283,-0.78889465,6.5322113","-5.694092,5.1118164,10.175278","4.672806,3.9477081,7.751343"
"-13.5377655,-2.5966644,5.9710846","-1.769867,5.723175,21.69194","5.8010254,4.2862854,9.025528"
"-10.276352,-3.478424,4.9314117","1.9737091,3.5588684,6.580063","3.3112946,5.561661,1.9104614"
"-8.17186,-3.909134,3.843872","3.1665344,0.6503906,3.2863464","-0.103256226,6.6874847,2.022934"
"-7.790207,-3.5167084,2.6929169","2.782486,2.74411,6.7272186","0.9747009,7.848007,4.1669006"
"-9.115829,-6.232559,0.9342041","-1.6358643,3.7730255,23.37529","2.4307404,8.010712,3.0949097"
"-12.995789,-3.8983612,3.671585","-2.1862183,3.019287,7.7453613","2.3745117,7.782196,3.3353882"
"-12.568665,-1.1980591,4.6011963","-5.2574005,0.56185913,4.3415833","2.4163818,6.935135,3.7481537"
"-11.793396,-0.48260498,4.366699","-8.900467,1.3443146,-0.060028076","3.8317413,5.250595,2.7395782"
"-12.24086,1.609909,3.2624207","-13.43248,5.6800995,16.86441","5.4887695,3.4045258,4.451645"
"-15.627899,1.9724274,5.963913","-2.6779327,7.810913,13.622147","4.7697296,1.822876,7.2357025"
"-0.64164734,4.234848,6.839691","-6.2181244,2.8493958,8.80658","5.7519836,1.026062,6.3611145"
"-4.494095,2.8218842,2.7312012","-5.707245,2.5802002,7.4965057","4.9707184,0.42666626,6.50589"
"-5.743149,-0.85827637,-3.811966","-6.2731476,3.31839,6.925827","5.516281,0.8274689,7.0311127"
